274,12898,4,46,65
243,9825,8,30,48
167,6793,0,17,39
23,433,0,0,2
54,1986,0,5,13
14,510,0,1,3
24,1311,0,4,5
74,1584,72,0,9
174,2526,191,0,13
5,130,2,0,1
113,707,151,0,1
121,552,141,0,1
90,204,162,0,0
24,30,43,0,0
74,77,121,0,0
51,412,58,0,2
30,865,0,1,5
90,2962,0,3,24
