115,4008,4,1,37
148,3853,1,4,29
68,1759,0,0,11
48,1675,0,3,13
72,2265,0,2,22
27,653,0,0,4
6,202,0,1,0
87,1271,69,0,3
64,457,51,0,0
19,124,15,0,0
65,184,72,0,0
87,67,90,0,0
23,0,24,0,0
8,5,11,0,0
75,5,91,0,0
40,288,37,0,1
66,987,0,0,3
20,375,0,0,1
